,english,sentiment,vader_sentiment,blob_sentiment
167,it_was a_pleasure to meet with president_kenyatta today the uk and kenya share a long and rich_history but this is a relationship focused_on the future –_boosting economic_growth tackling_climate change and getting millions more children into_school around the world,POSITIVE,POSITIVE,POSITIVE
168,our new national_disability strategy is a clear plan to build_back better and fairer for_disabled people this strategy is the down_payment to level_up the country for everyone,POSITIVE,POSITIVE,POSITIVE
169,delighted amanda pritchard has_been appointed as the new nhs chief executive the first_woman in the nhs s history to hold the post i_look forward to working_closely with her i_want to thank lord stevens_for his dedicated leadership of the nhs for the past_seven years,POSITIVE,POSITIVE,POSITIVE
170,it_takes a very_special kind of person to be a police_officer – dedicated selfless and willing to run towards danger this magnificent memorial will stand for centuries to commemorate the men and women who together form the finest police force in the world,POSITIVE,POSITIVE,POSITIVE
171,we’re now almost halfway to our target of recruiting_new police_officers by want to join them,POSITIVE,POSITIVE,NEUTRAL
172,another brilliant_performance from the swimming team well_done teamgb_tokyo,POSITIVE,NEUTRAL,NEUTRAL
173,every crime matters every victim matters and every neighbourhood matters our beatingcrimeplan will give everyone the confidence that comes from having a safe street and safe home,POSITIVE,POSITIVE,POSITIVE
174,good signs that our_economy is bouncing back faster_than expected with the uk forecast to have the joint highest growth_rate in the g there_are still challenges_ahead and we are focused_on supporting people through our_planforjobs,POSITIVE,POSITIVE,POSITIVE
175,great to visit surrey police hq with this_morning we’ve set_out a beatingcrimeplan – the most_comprehensive strategy of its_kind to cut_crime protect victims and make streets_safer ➡️,POSITIVE,POSITIVE,POSITIVE
176,another_fantastic performance from in the pool well_done on_winning gold and silver in the m_freestyle teamgb_tokyo,POSITIVE,NEUTRAL,NEUTRAL
177,this magicmonday of british_sport is a_reminder of how far we’ve_come today’s medals are years in the making and the product of hard_work brilliant training and investment in uk sport it s transformed into the inspiring force of sporting excellence that it is today,POSITIVE,POSITIVE,POSITIVE
178,earlier_this month i_saw for myself how are playing a_pivotal role in our electric_vehicle revolution and creating green_jobs today s_announcement is another great vote of confidence in the uk and our highly_skilled workers in the north_east,POSITIVE,POSITIVE,POSITIVE
179,my_thoughts are with everyone_affected by the flooding in london and the south_east a_huge thank_you to the emergency_services and volunteers_helping families and businesses through this difficult_time for the latest_information and flood warnings visit,POSITIVE,NEGATIVE,NEUTRAL
180,golds in the pool for adam peaty tom daley and matty lee and another for mountain biker tom pidcock what a fantastic day for and british_sport teamgb,POSITIVE,POSITIVE,POSITIVE
181,huge_congratulations to on_winning ’s_first gold and making_history by successfully defending his olympic title teamgb,POSITIVE,POSITIVE,POSITIVE
182,making this country safe is the single best and most_effective way of levelling_up – so that young_people grow_up in safer neighbourhoods everywhere,POSITIVE,POSITIVE,POSITIVE
183,the very_best of luck to the team as you embark_on the first test of your south_africa tour lionsrugby,POSITIVE,POSITIVE,POSITIVE
184,a fantastic message from ’s gareth_southgate please_don’t put off getting your_jabs book yours today,POSITIVE,POSITIVE,POSITIVE
185,the very_best of british luck to all our brilliant_athletes go for gold,POSITIVE,POSITIVE,NEUTRAL
186,wishing the very_best of luck as you get set for the start of the tokyo olympic_games i also want to thank our hosts in japan for the incredible work that’s gone_into getting the games ready come on team gb,POSITIVE,POSITIVE,POSITIVE
187,it’s days until we’ve_got to make a difference now to protect the planet for generations to come,POSITIVE,POSITIVE,NEUTRAL
188,’s announcement today with demonstrates the very_best in uk science – powered_by ai they are opening_up biological data and research globally that will help accelerate transformative scientific breakthroughs for people around the world,POSITIVE,POSITIVE,NEUTRAL
189,absolutely_fantastic to speak to some of our brilliant_athletes in tokyo ahead of the opening_ceremony tomorrow the whole_country is behind you tokyo_teamgb,POSITIVE,NEUTRAL,NEGATIVE
190,our_nhs staff have_been heroic throughout the pandemic providing_care and saving_lives to recognise the extraordinary_contribution they have made they are receiving a pay_rise this year,POSITIVE,POSITIVE,POSITIVE
191,this_pandemic is far from over and that is why it is essential to keep up the system of test_trace amp isolate we will protect crucial services by making_sure that a very small number of fully_vaccinated critical_workers can leave isolation solely_for work,NEGATIVE,NEGATIVE,NEGATIVE
192,i_would like to wish_muslims celebrating here in the uk and across the world a_joyous and blessed_eid al_adha eidmubarak,POSITIVE,POSITIVE,NEUTRAL
193,watch_live an_update on_coronavirus july,NEGATIVE,NEUTRAL,NEUTRAL
194,like so_many people i_ve been pinged by nhs_test and trace as i have_been in contact_with someone with covid and i will_be self_isolating until_monday th_july,NEGATIVE,POSITIVE,NEUTRAL
195,it is the mission of this government to unite and level_up across the whole united_kingdom,POSITIVE,NEUTRAL,POSITIVE
196,shocking to see the devastating_flooding across germany luxembourg the netherlands and belgium my_thoughts are with the families of the victims and all_those affected the uk is ready to provide any support needed in the rescue and recovery effort,NEUTRAL,POSITIVE,NEGATIVE
197,watch_live my_speech on levelling_up the uk,POSITIVE,NEUTRAL,NEUTRAL
198,we are working_closely with the football_authorities and the police to ensure we_can track and take_action against online abusers and will ban them from football grounds in the same_way we would if they had committed these offences on our_streets,NEUTRAL,NEGATIVE,NEUTRAL
199,no_one should have to face bullying especially children last_night i heard from some inspiring_young people about_how they speakoutaboutbullying if_you’re a_parent carer_or teacher_find out what you can_do to help,POSITIVE,NEGATIVE,NEUTRAL
200,barely months_since the first vaccine of uk_adults have had both_doses thank_you to everyone coming_forward and to those helping_others get_jabbed you are the reason we are able_to cautiously_ease restrictions next_week if_you’re over book both your_jabs now,POSITIVE,NEUTRAL,POSITIVE
201,thousands_of young_people experience bullying every_day no_one should have to face it alone if_you’re a_parent carer_or teacher_find out what you can_do to help speakoutaboutbullying,NEGATIVE,NEGATIVE,NEUTRAL
202,i cannot say this powerfully or emphatically enough – this_pandemic is not over it is only thanks to the vaccine_programme that we are able_to take these cautious steps now but to take these_steps we_must be_cautious and we_must be vaccinated_please get that jab,NEGATIVE,POSITIVE,POSITIVE
203,watch_live an_update on_coronavirus july,NEGATIVE,NEUTRAL,NEUTRAL
204,this england team deserve to be lauded as heroes not racially_abused on social_media those_responsible for this appalling abuse should_be ashamed of themselves,NEGATIVE,NEGATIVE,NEGATIVE
205,that was a heartbreaking result to end euro but gareth_southgate and his_squad played like heroes they have done the nation proud and deserve great credit ue_ue ue_uee ue_uef,NEUTRAL,POSITIVE,POSITIVE
206,this team has_already made_history and lifted the spirits of the country tonight they can_lift the trophy too on_behalf of the entire_nation good_luck and bring it home ue_ue ue_uee ue_uef,POSITIVE,NEUTRAL,NEUTRAL
207,we’re all hoping you can go one better and bring it home tonight football’s coming home,POSITIVE,POSITIVE,POSITIVE
208,fantastic to meet max who has_raised an_enormous amount of money for some very worthy causes by sleeping in his tent for over a year now thank_you for inspiring_young people all over the country to raise money for the children who need it the most_extraordinary work,POSITIVE,POSITIVE,POSITIVE
